panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related,risk_component_entity_deviation_raw,risk_component_entity_deviation,risk_component_period_deviation_raw,risk_component_period_deviation,risk_component_temporal_change_raw,risk_component_temporal_change,risk_component_rolling_instability_raw,risk_component_rolling_instability,risk_component_source_uncertainty_raw,risk_component_source_uncertainty,panel_fiscal_risk_score_0_100,panel_anomaly_threshold_quantile,panel_anomaly_threshold_value,panel_fiscal_anomaly_label,panel_fiscal_anomaly_label_q60,panel_fiscal_anomaly_label_q70,panel_fiscal_anomaly_label_q80,panel_fiscal_anomaly_label_q90,label_high_entity_deviation,label_high_period_deviation,label_high_temporal_change,label_high_rolling_instability,label_high_source_uncertainty,panel_multi_component_anomaly_label,panel_risk_level,panel_traceability_index_0_1,panel_interpretability_index_0_1,panel_audit_readiness_index_0_1,panel_governance_alignment_index_0_1,panel_risk_signal_completeness_0_1,panel_temporal_support_index_0_1,panel_decision_usability_index_0_1,panel_interpretability_score_1_5,panel_decision_usability_score_1_5
2022__q3__expenditure_total_expenditure_compensation_of_employees,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,126838.89001903994,126838.89001903994,126838.89001903994,126838.89001903994,126838.89001903994,,1,1,1,1,1,126838.89001903994,125915.64,125172.7,,923.2500190399442,1666.1900190399465,,0.0073322902463899,0.0133111294958081,,126377.26500951996,652.8363491937588,125975.74333967998,834.7194759124785,-0.5936567772110924,0.5936567772110924,0.0062499280712364,1.9553403877829307,1,0,1,0,0,0.5936567772110924,8.447526867932429e-07,1.9553403877829307,0.0361993560167593,0.000351618358137908,0.000613128720723016,0.0009312334463866175,0.0009312334463866175,1.0,1.0,15.750243539026048,0.75,16.43839004488965,0,1,0,0,0,0,1,0,0,1,1,moderate,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
2022__q4__expenditure_total_expenditure_compensation_of_employees,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,324260.5,324260.5,648521.0,135297.0,513224.0,267234.74449348834,2,1,1,2,1,324260.5,126838.89001903994,125915.64,,197421.6099809601,198344.86,,1.5564753834673644,1.575220202986698,,225549.69500952,139598.15917030265,175546.93250476,99144.72091525042,11.73348651580008,11.73348651580008,0.4841975293494294,2.759973583961098,1,0,1,0,0,11.73348651580008,1.6696338086526945e-05,2.759973583961098,0.0510955877487609,0.07518771814443818,0.13110734514578826,0.1440321257036238,0.1440321257036238,0.9969072164948454,0.9969072164948454,20.758649681010617,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.9491525423728815,4.505286650358204
2022__end_year_annual__expenditure_total_expenditure_compensation_of_employees,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,124257.28722662316,124367.31420513,745543.723359739,0.02,251088.34,111107.18555924688,6,1,1,3,1,124257.28722662316,324260.5,126838.89001903994,125172.7,-200003.21277337684,-2581.6027924167865,-915.41277337684,-0.6167979534151611,-0.0203534010115451,-0.0073131982722817,224258.8936133116,141423.62801115066,175318.0793114158,99300.69145993856,-0.7548538596927351,0.7548538596927351,0.0,2.8523837951975515,1,0,1,0,0,0.7548538596927351,1.0741304581872006e-06,2.8523837951975515,0.05280638457832225,0.07617090358477134,0.13282175856395378,0.14512362820889907,0.14512362820889907,0.9845360824742269,0.9845360824742269,20.657490747006154,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.015463917525773195,1.0,1.0,0.6554123711340205,1.0,1.0,0.8793943298969071,5.0,4.5175773195876285
2023__q1__expenditure_total_expenditure_compensation_of_employees,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,134066.0,134066.0,134066.0,134066.0,134066.0,,1,1,1,1,1,134066.0,124257.28722662316,324260.5,125915.64,9808.712773376845,-190194.5,8150.360000000001,0.0789387326273065,-0.5865484695175638,0.0647287342541403,129161.64361331158,6935.807316765598,177355.66931141578,98024.5002007671,-0.1423909794180446,0.1423909794180446,0.0237463909959723,6.731055144301738,1,0,1,0,0,0.1423909794180446,2.0261734904062845e-07,6.731055144301738,0.12461250381745159,0.0037356332777970375,0.006513949000944084,0.07180219997164528,0.07180219997164528,1.0,1.0,18.699568134463064,0.75,16.43839004488965,1,1,1,1,0,0,1,0,1,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2023__q2__expenditure_total_expenditure_compensation_of_employees,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,129530.45208558424,131880.78923753,906713.1645990897,0.0473741365746838,265947.26027357,105645.8202263579,7,2,1,4,1,129530.45208558424,134066.0,124257.28722662316,126838.89001903994,-4535.547914415758,5273.164858961085,2691.5620665442984,-0.0338307096088177,0.0424374696780863,0.0212203218282678,131798.2260427921,3207.116686679285,178028.55982805186,97570.3219988271,-0.4255937608091659,0.4255937608091659,0.0127660619104867,2.799249180390897,1,0,1,0,0,0.4255937608091659,6.056049332325655e-07,2.799249180390897,0.05182269966585524,0.0017273564565175232,0.0030120493708745586,0.06947855008855573,0.06947855008855573,0.8647766323024055,0.8647766323024055,15.110540884747012,0.75,16.43839004488965,0,0,0,0,0,0,1,0,1,0,1,low,0.1352233676975945,1.0,1.0,0.6973281786941581,1.0,1.0,0.8940648625429553,5.0,4.576259450171821
2023__q3__expenditure_total_expenditure_compensation_of_employees,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,130598.0,130598.0,130598.0,130598.0,130598.0,,1,1,1,1,1,130598.0,129530.45208558424,134066.0,324260.5,1067.547914415758,-3468.0,-193662.5,0.0082416751985888,-0.0258678561305625,-0.5972435742250444,130064.22604279211,754.8703695223568,129612.93482805185,4061.6050789515934,-0.3589353229895805,0.3589353229895805,0.0153505407068746,1.490648738417322,1,0,1,0,0,0.3589353229895805,5.107523237667555e-07,1.490648738417322,0.02759648637907237,0.0004065739875072121,0.0007089566942968935,0.0032268842701533465,0.0032268842701533465,1.0,1.0,15.6145274480894,0.75,16.43839004488965,0,1,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2023__q4__expenditure_total_expenditure_compensation_of_employees,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,339045.92366834497,339045.92366834497,678091.8473366899,140773.35956634994,537318.4877703399,280399.74919953017,2,2,1,2,1,339045.92366834497,130598.0,129530.45208558424,124257.28722662316,208447.92366834497,209515.47158276077,214788.6364417218,1.5961034906227125,1.6174997323743474,1.7285797978993829,234821.96183417249,147394.94035014257,183310.09393848229,103841.93785858103,12.656698702273207,12.656698702273207,0.5199922824002673,2.903269755053813,1,0,1,0,0,12.656698702273207,1.8010036514543253e-05,2.903269755053813,0.05374843998136128,0.07938707215266834,0.138429899532779,0.1514931477471903,0.1514931477471903,0.8802405498281787,0.8802405498281787,19.320112555008777,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.1197594501718213,1.0,1.0,0.6919158075601375,1.0,1.0,0.8921705326460481,5.0,4.568682130584192
2023__end_year_annual__expenditure_total_expenditure_compensation_of_employees,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,537318.4877703399,537318.4877703399,537318.4877703399,537318.4877703399,537318.4877703399,,1,1,1,1,1,537318.4877703399,339045.92366834497,130598.0,134066.0,198272.56410199497,406720.48777034,403252.48777034,0.5847955992414331,3.114293387114197,3.007865437697402,438182.20571934246,140199.87459976503,284123.21588106727,195442.4587673004,25.03697616528121,25.03697616528121,1.0,4.493292132092072,1,0,1,0,0,25.03697616528121,3.562673534050998e-05,4.493292132092072,0.08318463761766332,0.07551178841747559,0.13167243734684406,0.21122374323289422,0.21122374323289422,1.0,1.0,22.466566449843775,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q1__expenditure_total_expenditure_compensation_of_employees,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,178443.6265104067,137502.83002012,535330.8795312201,131880.78923753,265947.26027357,75832.4882682788,3,2,1,2,1,178443.6265104067,537318.4877703399,339045.92366834497,129530.45208558424,-358874.8612599332,-160602.29715793827,48913.17442482246,-0.6678997083259177,-0.473688919248118,0.3776191130137044,357881.05714037333,253762.84799428025,296351.5094872729,183724.7872957183,2.6285790326808023,2.6285790326808023,0.1311823507326698,8.565653865427608,1,0,1,0,0,2.6285790326808023,3.740375391210141e-06,8.565653865427608,0.1585765607503866,0.13667691030521834,0.23832811122718903,0.26425230948722633,0.26425230948722633,0.877147766323024,0.877147766323024,25.059206787967003,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.12285223367697594,1.0,1.0,0.6929982817869416,1.0,1.0,0.8925493986254296,5.0,4.570197594501718
2024__q2__expenditure_total_expenditure_compensation_of_employees,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,138908.3696982951,139845.36172996,694541.8484914756,0.0428691442986939,277348.19175008,138675.0592845339,5,2,1,3,1,138908.3696982951,178443.6265104067,537318.4877703399,130598.0,-39535.25681211159,-398410.1180720448,8310.369698295108,-0.2215560039058381,-0.7414785218451906,0.0636332079993193,158675.9981043509,27955.64818779589,298429.10191184666,181256.02812845,0.1599699685773445,0.1599699685773445,0.0354695198977453,1.7971704533039612,1,0,1,0,0,0.1599699685773445,2.2763163152417122e-07,1.7971704533039612,0.03327114474207491,0.015056940757927139,0.026255292453442637,0.140918081530708,0.140918081530708,0.8709621993127148,0.8709621993127148,16.368739785510638,0.75,16.43839004488965,0,1,1,0,0,0,1,1,1,0,1,high,0.1290378006872852,1.0,1.0,0.6951632302405497,1.0,1.0,0.8933071305841924,5.0,4.57322852233677
2024__q3__expenditure_total_expenditure_compensation_of_employees,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,138626.83874995002,138626.83874995002,138626.83874995002,138626.83874995002,138626.83874995002,,1,1,1,1,1,138626.83874995002,138908.3696982951,178443.6265104067,339045.92366834497,-281.53094834508374,-39816.78776045668,-200419.08491839492,-0.0020267385540306,-0.2231337063648759,-0.5911266613971891,138767.60422412257,199.0724427078507,248324.3306822479,193568.5304148444,0.1423909794180428,0.1423909794180428,0.0347879478983067,1.2786421539706936,1,0,1,0,0,0.1423909794180428,2.0261734904062589e-07,1.2786421539706936,0.023671593364929498,0.00010722062817023541,0.00018696420440980147,0.1345179595637308,0.1345179595637308,1.0,1.0,17.49494662336322,0.75,16.43839004488965,1,1,1,1,0,0,0,0,1,1,1,high,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q4__expenditure_total_expenditure_compensation_of_employees,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_compensation_of_employees,unspecified,354276.5990724749,354276.5990724749,708553.1981449499,146289.0838224599,562264.11432249,294138.7648708522,2,1,1,2,1,354276.5990724749,138626.83874995002,138908.3696982951,537318.4877703399,215649.7603225249,215368.22937417985,-183041.888697865,1.5556133449130003,1.55043378481767,-0.3406580880129711,246451.7189112125,152487.40788531108,202563.85850778167,102856.70451708553,13.60771271828776,13.60771271828776,0.5568649670873831,2.335615530416087,1,0,1,0,0,13.60771271828776,1.9363295966882767e-05,2.335615530416087,0.043239416846326595,0.08212987920310415,0.14321262415196456,0.1535518258918127,0.1535518258918127,0.9969072164948454,0.9969072164948454,20.9865073546447,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.003092783505154639,1.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,5.0,4.511515463917526
2022__q1__expenditure_total_expenditure_economic_resources,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,16103.91566736993,11253.561037210004,128831.32533895945,-0.0204002653308917,53591.31824621533,20296.80908945021,8,4,1,7,1,16103.91566736993,,,,,,,,,,16103.91566736993,,16103.91566736993,,-1.2290701097032282,1.2290701097032282,0.0,0.2135139381588573,1,0,1,0,0,1.2290701097032282,1.7489234811849596e-06,0.2135139381588573,0.003952798760893203,0.0,0.0,0.0,0.0,0.6283505154639175,0.6283505154639175,9.504366174881064,0.75,16.43839004488965,0,0,0,0,0,1,0,0,0,0,0,low,0.37164948453608243,0.9533898305084746,1.0,0.7637637602655949,1.0,0.2857142857142857,0.7030316018072439,4.813559322033898,3.8121264072289756
2022__q2__expenditure_total_expenditure_economic_resources,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,35534.462314265336,35534.462314265336,71068.92462853067,0.9246285306769708,71068.0,50252.01091426144,2,2,1,1,1,35534.462314265336,16103.91566736993,,,19430.546646895404,,,1.206572801810305,,,25819.188990817634,13739.471296181277,25819.188990817634,13739.471296181277,-0.1511980078530113,0.1511980078530113,0.2535297940859102,0.5077786902950998,1,0,1,0,0,0.1511980078530113,2.1514944034101493e-07,0.5077786902950998,0.009400543098563894,0.007400109363920655,0.012903818820892006,0.016940550012171922,0.016940550012171922,0.8802405498281787,0.8802405498281787,13.903810190477586,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,low,0.1197594501718213,0.9745762711864407,1.0,0.6830175024753917,1.0,1.0,0.8890561258663872,4.898305084745763,4.556224503465549
2022__q3__expenditure_total_expenditure_economic_resources,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,34381.60336441845,49552.06184704002,103144.81009325536,1.43,53591.31824621533,29842.52232118073,3,2,1,2,1,34381.60336441845,35534.462314265336,16103.91566736993,,-1152.8589498468864,18277.68769704852,,-0.032443404930432,1.1349840668926954,,34958.03283934189,815.1943811884398,28673.32711535124,10900.681127848997,-0.2151506347137098,0.2151506347137098,0.2384872892363886,0.0112402324444184,1,0,1,0,0,0.2151506347137098,3.06151776104548e-07,0.0112402324444184,0.0002080912246833826,0.0004390649087925769,0.0007656122031511687,0.008008314469534882,0.008008314469534882,0.877147766323024,0.877147766323024,13.296824464998359,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,low,0.12285223367697594,0.9872881355932204,1.0,0.6885491292445687,1.0,1.0,0.890992195235599,4.9491525423728815,4.563968780942396
2022__q4__expenditure_total_expenditure_economic_resources,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,76519.0,76519.0,76519.0,76519.0,76519.0,,1,1,1,1,1,76519.0,34381.60336441845,35534.462314265336,,42137.39663558155,40984.53768573466,,1.225579743590131,1.1533743587638694,,55450.30168220922,29795.638902566938,40634.74533651343,25524.863750473425,2.122340178255647,2.122340178255647,0.7882960870265555,0.0884099532238222,1,0,1,0,0,2.122340178255647,3.020015329890196e-06,0.0884099532238222,0.001636739767751098,0.016047976105929954,0.027983394018816353,0.03377199520879405,0.03377199520879405,1.0,1.0,16.099073204323155,0.75,16.43839004488965,0,1,1,0,0,1,0,1,0,1,1,high,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
2023__q1__expenditure_total_expenditure_economic_resources,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,21410.22112570455,11253.561037210004,149871.54787993184,0.1162150091595601,71770.7163108311,28353.117202036465,7,4,1,6,1,21410.22112570455,76519.0,34381.60336441845,16103.91566736993,-55108.77887429545,-12971.3822387139,5306.305458334618,-0.7201973218977699,-0.3772768274134066,0.3295040515572469,48964.61056285226,38967.79124492427,41961.32170109709,23911.904398659222,-0.9347130480428828,0.9347130480428828,0.0692366794746595,0.508160579103569,1,0,1,0,0,0.9347130480428828,1.3300637489971085e-06,0.508160579103569,0.00940761303330414,0.020988098305181148,0.03659765073818333,0.03759211289128128,0.03759211289128128,0.6314432989690721,0.6314432989690721,10.95567635524752,0.75,16.43839004488965,0,0,0,0,0,0,0,1,0,0,0,low,0.3685567010309278,1.0,1.0,0.7789948453608246,1.0,1.0,0.9226481958762887,5.0,4.690592783505155
2023__q2__expenditure_total_expenditure_economic_resources,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,38260.07320953076,38260.07320953076,76520.14641906152,0.7273433764952136,76519.41907568503,54106.88581143838,2,2,1,1,1,38260.07320953076,21410.22112570455,76519.0,35534.462314265336,16849.852083826212,-38258.92679046924,2725.610895265425,0.7870003763574736,-0.4999925089254857,0.0767033104697134,29835.147167617648,11914.644670463767,42642.72442491344,23705.660337016365,0.0,0.0,0.2890935680544295,0.3419218029484895,1,0,1,0,0,0.0,0.0,0.3419218029484895,0.0063300227173534165,0.006417249951618414,0.011189973908735584,0.022878051146062797,0.022878051146062797,0.8802405498281787,0.8802405498281787,13.897178947135401,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,low,0.1197594501718213,1.0,1.0,0.6919158075601375,1.0,1.0,0.8921705326460481,5.0,4.568682130584192
2023__q3__expenditure_total_expenditure_economic_resources,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,48936.1444564834,61986.33572291555,195744.5778259336,1.190069271352113,71770.7163108311,33902.46118798837,4,3,1,2,1,48936.1444564834,38260.07320953076,21410.22112570455,34381.60336441845,10676.071246952632,27525.923330778845,14554.541092064945,0.2790394882018462,1.2856440467927697,0.4233235122224535,43598.10883300707,7549.12237515093,46281.35969792968,23124.85923531523,0.592234462754765,0.592234462754765,0.4283949574633004,0.1155002280557822,1,0,1,0,0,0.592234462754765,8.427287834124175e-07,0.1155002280557822,0.0021382639572789827,0.0040659682506943,0.007089965169198682,0.02012347833279748,0.02012347833279748,0.7573883161512027,0.7573883161512027,11.847266781653058,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,low,0.24261168384879722,1.0,1.0,0.7349140893470789,1.0,1.0,0.9072199312714777,5.0,4.628879725085911
2023__q4__expenditure_total_expenditure_economic_resources,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,78591.42018764056,78591.42018764056,157182.8403752811,71770.7163108311,85412.12406444999,9645.931927514666,2,2,1,2,1,78591.42018764056,48936.1444564834,38260.07320953076,76519.0,29655.27573115716,40331.3469781098,2072.420187640557,0.6059994317191907,1.0541366911985697,0.0270837332903011,63763.78232206197,20969.446567458108,46799.46474483982,24033.509456675183,2.237303691334465,2.237303691334465,0.815337027921337,0.1383354444197189,1,0,1,0,0,2.237303691334465,3.183604360260162e-06,0.1383354444197189,0.002561013945998409,0.011294171836186603,0.019694026120305828,0.027982628603095583,0.027982628603095583,0.8802405498281787,0.8802405498281787,14.068543985926004,0.75,16.43839004488965,0,0,0,0,0,1,0,0,0,0,0,low,0.1197594501718213,1.0,1.0,0.6919158075601375,1.0,1.0,0.8921705326460481,5.0,4.568682130584192
2023__end_year_annual__expenditure_total_expenditure_economic_resources,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,71770.7163108311,71770.7163108311,71770.7163108311,71770.7163108311,71770.7163108311,,1,1,1,1,1,71770.7163108311,78591.42018764056,48936.1444564834,21410.22112570455,-6820.70387680945,22834.571854347712,50360.49518512656,-0.0867868764875951,0.4666197573994294,2.352170717408662,75181.06824923583,4822.965963757531,59389.588541121455,18953.74698935735,1.8589382980494955,1.8589382980494955,0.7263404762116213,0.0157703803958514,1,0,1,0,0,1.8589382980494955,2.645203730743879e-06,0.0157703803958514,0.0002919581767123614,0.002597655119704384,0.004529618330676783,0.01575881767007637,0.01575881767007637,1.0,1.0,15.33289315131085,0.75,16.43839004488965,0,0,0,0,0,1,0,0,0,1,1,moderate,0.0,0.9957627118644068,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.983050847457627,4.507923728813559
2024__q1__expenditure_total_expenditure_economic_resources,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_economic_resources,unspecified,26101.0204881234,26101.0204881234,52202.0409762468,0.0858412468048137,52201.955135,36912.29576822669,2,2,1,1,1,26101.0204881234,71770.7163108311,78591.42018764056,38260.07320953076,-45669.695822707705,-52490.39969951716,-12159.05272140736,-0.6363277137282183,-0.6678896955188488,-0.3178000380401384,48935.86839947725,32293.351610963568,56349.82536076962,23821.875653205705,-0.6744999999999999,0.6744999999999999,0.1304422347307382,0.6770376338533389,1,0,1,0,0,0.6744999999999999,9.597897457160468e-07,0.6770376338533389,0.01253404598899028,0.01739323782678618,0.030329171987618312,0.03393473918895921,0.03393473918895921,0.8802405498281787,0.8802405498281787,14.569922488481613,0.75,16.43839004488965,0,0,0,0,0,0,0,1,0,0,0,low,0.1197594501718213,1.0,1.0,0.6919158075601375,1.0,1.0,0.8921705326460481,5.0,4.568682130584192
