row_index,source_file,sheet_name,label,value_column,old_period,new_period,resolution_method
893,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,المنح,Total,Unknown,Total,inferred_from_value_column
894,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,المنح,Total,Unknown,Total,inferred_from_value_column
895,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,المنح,Total,Unknown,Total,inferred_from_value_column
896,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,المنح,Total,Unknown,Total,inferred_from_value_column
897,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,المنح | Grants,Total,Unknown,Total,inferred_from_value_column
898,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_2,Unknown,Column_2,inferred_from_value_column
899,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_3,Unknown,Column_3,inferred_from_value_column
900,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_4,Unknown,Column_4,inferred_from_value_column
901,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_6,Unknown,Column_6,inferred_from_value_column
902,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Total,Unknown,Total,inferred_from_value_column
903,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Total,Unknown,Total,inferred_from_value_column
904,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,تعويضات العاملين,Column_2,Unknown,Column_2,inferred_from_value_column
905,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,تعويضات العاملين,Column_3,Unknown,Column_3,inferred_from_value_column
906,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,تعويضات العاملين,Column_4,Unknown,Column_4,inferred_from_value_column
907,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
908,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
909,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
910,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
911,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,تعويضات العاملين,Total,Unknown,Total,inferred_from_value_column
912,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Total,Unknown,Total,inferred_from_value_column
913,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,مصروفات أخرى,Column_2,Unknown,Column_2,inferred_from_value_column
914,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,مصروفات أخرى,Column_3,Unknown,Column_3,inferred_from_value_column
915,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,مصروفات أخرى,Column_4,Unknown,Column_4,inferred_from_value_column
916,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
917,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
918,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
919,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
920,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,مصروفات أخرى,Total,Unknown,Total,inferred_from_value_column
921,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Total,Unknown,Total,inferred_from_value_column
922,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,نفقات التمويل,Column_2,Unknown,Column_2,inferred_from_value_column
923,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,نفقات التمويل,Column_3,Unknown,Column_3,inferred_from_value_column
924,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Expenditures,نفقات التمويل,Column_4,Unknown,Column_4,inferred_from_value_column
925,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
926,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
927,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
928,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
929,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,نفقات التمويل,Total,Unknown,Total,inferred_from_value_column
930,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Total,Unknown,Total,inferred_from_value_column
931,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإيرادات غير النفطية | 120000.5 | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
932,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإيرادات غير النفطية | 94259.89162155999 | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
933,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
934,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
935,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
936,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
937,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
938,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
939,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
940,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإيرادات النفطية | 183698.755811325 | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
941,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإيرادات النفطية | 250364 | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
942,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_2,Unknown,Column_2,inferred_from_value_column
943,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_3,Unknown,Column_3,inferred_from_value_column
944,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Column_4,Unknown,Column_4,inferred_from_value_column
945,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
946,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
947,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
948,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
949,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
950,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
951,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
952,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Summary,Unlabeled row,(SAR Million),Unknown,(SAR Million),inferred_from_value_column
953,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
954,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
955,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
956,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Summary,Unlabeled row,(SAR Million),Unknown,(SAR Million),inferred_from_value_column
957,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Summary,Unlabeled row,(مليون ريال),Unknown,(مليون ريال),inferred_from_value_column
958,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Summary,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
959,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,إجمالي التمويل | Total Financing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
960,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
961,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
962,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
963,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Unknown,Column_2,inferred_from_value_column
964,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,تمويل من الدين الخارجي | Financing from External Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
965,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,تمويل من الدين الداخلي | Financing from Domestic Borrowing,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
966,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,من الاحتياطيات الحكومية | Government Reserves,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
967,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Financing,من الحساب الجاري | Current Account,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
968,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
969,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
970,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_2,Unknown,Column_2,inferred_from_value_column
971,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_3,Unknown,Column_3,inferred_from_value_column
972,2022__8d5715b81d__Quarterly_Budget_Performance_Report_Q1_2021.xlsx,Revenues,الإجمالـــــــــــي | Total,Column_4,Unknown,Column_4,inferred_from_value_column
973,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإجمالـــــــــــي | Total,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
974,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإجمالـــــــــــي | Total,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
975,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإجمالـــــــــــي | Total,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
976,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإجمالـــــــــــي | Total,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
977,2022__9395abcacb__Quarterly_Budget_Performance_Report_Q3_2022.xlsx,Revenues,الإجمالي | 277958.647432885 | Total,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
978,2022__f8ab4c97b2__Quarterly_Budget_Performance_Report_Q4_2022.xlsx,Revenues,الإجمالي | 370365 | Total,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
